state_name,population_group_code,offense_code,victim_type_code,location_code,prop_desc_code,stolen_value,recovered_value,recovery_rate,PC 1,PC 2,PC 3,Class
Georgia,9D,23H,B,6,15,4000.0,4000,1.0,0.8332962232231146,-1.6223433977336288,0.39431778049801286,0
Georgia,5,23H,B,45,7,649.0,649,1.0,0.4883577894696207,-1.4965895284521653,0.8575463139755655,0
Maryland,9A,23H,I,20,20,2400.0,1200,0.5,-0.6261142562090083,0.825452311078023,0.5724832056659881,2
Maryland,9A,23H,I,20,17,7080.0,1100,0.1553672316384181,-0.6111862072359423,0.8681029167366817,0.5518291113270216,2
Maryland,9A,240,I,20,3,1000.0,1000,1.0,-0.6463618829655873,1.646482637177533,-0.9372152403031492,2
Maryland,9A,23H,B,24,11,50.0,50,1.0,0.7366517925280301,-0.9858041566414109,0.762371503263345,0
Iowa,2,23F,B,13,3,10000.0,5000,0.5,0.5350073660654604,-0.3856365908157841,-0.35122216543779466,0
Iowa,2,240,B,13,3,10000.0,5000,0.5,0.9772796446905478,-0.3282174774646498,-1.582030456646179,1
Iowa,2,23F,I,13,3,10000.0,5000,0.5,-0.8832447461994225,1.4639768602756633,-0.5978806267983328,2
Iowa,2,240,I,13,3,10000.0,5000,0.5,-0.44097246757433584,1.5213959736267986,-1.8286889180067176,2
Illinois,4,23C,B,12,36,97.0,97,1.0,0.5300311147782651,-1.7189754564663124,1.2704348331464326,0
Illinois,4,23H,B,12,36,97.0,97,1.0,0.5379725199983066,-1.3466453837259638,0.9908260911892606,0
Illinois,4,23C,I,12,36,97.0,97,1.0,-0.8882209974866179,0.13063799462513564,1.0237763717858948,2
Illinois,4,23H,I,12,36,97.0,97,1.0,-0.8802795922665768,0.502968067365484,0.7441676298287233,2
North Carolina,4,23F,I,20,77,40.0,40,1.0,-1.3299543060073833,0.8835424997011639,1.095840522146133,2
Maryland,9A,120,I,13,3,12000.0,12000,1.0,-0.921880365487625,1.6469415382654493,-0.34038360630957315,2
Ohio,1B,240,B,20,38,1.0,1,1.0,0.8418067999956333,-1.0797948342422665,-0.9088970404732326,0
Ohio,1B,240,B,20,23,1.0,1,1.0,0.8040645712637344,-0.9909178093895789,-1.0097893626716175,1
Ohio,1B,240,B,20,3,1.0,1,1.0,0.7537415996212021,-0.8724151095859958,-1.1443124589361315,1
Ohio,1B,120,B,20,38,1.0,1,1.0,0.3985365927295484,-1.14945403125317,-0.33043997402888153,0
Ohio,1B,120,B,20,23,1.0,1,1.0,0.36079436399764964,-1.0605770064004825,-0.43133229622726643,0
Ohio,1B,120,B,20,3,1.0,1,1.0,0.3104713923551176,-0.9420743065968995,-0.5658553924917797,0
Ohio,1B,240,I,20,38,1.0,1,1.0,-0.5764453122692501,0.7698186168491813,-1.155555501833771,2
Ohio,1B,240,I,20,23,1.0,1,1.0,-0.614187541001149,0.8586956417018691,-1.2564478240321562,2
Ohio,1B,240,I,20,3,1.0,1,1.0,-0.6645105126436808,0.9771983415054524,-1.3909709202966694,2
Ohio,1B,120,I,20,38,1.0,1,1.0,-1.0197155195353347,0.7001594198382782,-0.5770984353894197,2
Ohio,1B,120,I,20,23,1.0,1,1.0,-1.0574577482672338,0.7890364446909657,-0.6779907575878047,2
Ohio,1B,120,I,20,3,1.0,1,1.0,-1.1077807199097651,0.9075391444945484,-0.8125138538523186,2
Iowa,8C,240,I,18,3,10000.0,10000,1.0,-0.8700375074572239,1.81921297991903,-1.1908690622823033,2
Nevada,1C,280,I,3,77,1.0,1,1.0,-0.6689628143435153,0.5069700290889253,-2.3019450194664204,2
Nevada,1C,23F,I,23,77,1.0,1,1.0,-0.8660708492122656,0.8495765736580905,-2.071239116427731,2
Nevada,1C,240,B,41,24,30000.0,30000,1.0,1.150733857434812,-0.3440168428379761,-3.354832255865129,1
Maryland,9A,240,B,50,3,5000.0,5000,1.0,0.6856053192689451,-0.09572716527558021,-0.6777924278401328,2
California,1C,220,I,20,16,65.0,65,1.0,-1.1777333037353503,1.4741294357521084,-1.153929615232635,2
Missouri,9B,23H,G,51,8,100.0,100,1.0,0.41138539620109876,0.09086581648566829,1.5753513206599166,0
Illinois,4,23H,I,13,78,500.0,500,1.0,-0.7741416654718687,0.2598433509663669,1.02757413854303,2
Illinois,4,23H,I,13,39,500.0,500,1.0,-0.8722714601748058,0.49092361558335407,0.7652541008272284,2
Alabama,5,240,I,20,3,3000.0,3000,1.0,-0.71792524151414,1.0408073643314224,-1.027049117774902,2
Alabama,2,240,I,14,3,10000.0,10000,1.0,-0.27638686540529894,1.3107948428611875,-1.9546005445037917,2
Alabama,2,23F,I,25,13,2000.0,1,0.0005,-0.8683064971333873,1.1722775605466067,-0.6828360570920088,2
North Carolina,9A,23F,I,20,36,1492.0,119,0.07975871313672922,-1.1874498877953457,1.2315133733431596,0.7024951206335437,2
North Carolina,9A,23H,B,25,77,50.0,50,1.0,0.7312358485958309,-1.5554215794525852,1.4050179325665837,0
Nevada,1A,240,I,8,24,2000.0,2000,1.0,0.4129144357972776,0.30044251191210536,-5.147321251188342,1
Nevada,1A,240,I,18,24,8000.0,8000,1.0,0.4418807350697726,0.3734645463446801,-5.134716165086476,1
Nevada,1A,240,I,18,3,10000.0,10000,1.0,0.4137821588233763,0.5138441603754988,-5.272386715135199,1
Texas,9D,220,B,25,75,100.0,1,0.01,1.1818294576399733,-2.3950965235054613,0.12475006357855958,0
Nevada,1A,240,I,20,3,3000.0,3000,1.0,0.318139188367,0.46304627239008456,-5.284538372133798,1
Texas,8D,23H,I,18,38,13000.0,13000,1.0,0.10226731719703079,-0.24674762152142393,-0.3002605983227774,2
Oregon,9B,23H,B,18,78,90000.0,90000,1.0,1.914135408801211,-0.9419865419530999,1.3012563462189395,0
Kentucky,6,23H,I,23,37,50000.0,50000,1.0,0.4431144366837654,0.4540920169817391,1.5463566397732467,2
Kentucky,6,23H,I,23,7,3000000.0,3000000,1.0,36.85993234715659,24.16072044134424,6.623156013176846,3
Kentucky,6,240,I,23,37,50000.0,50000,1.0,0.468628170657453,1.1918538633387634,0.14628530629023856,2
Kentucky,6,240,I,23,7,3000000.0,3000000,1.0,36.88544608113027,24.898482287701253,5.223084679693842,3
Texas,1A,240,B,24,37,67000.0,67000,1.0,2.8887589942264578,-1.5476647638360357,-3.2007589642688385,1
West Virginia,9B,280,B,24,77,1500.0,1,0.0006666666666666666,0.3514990675496121,-1.2131437410318637,0.8691095170865631,0
West Virginia,9B,280,B,24,15,7000.0,7000,1.0,0.28636763630361045,-0.8183147816250608,0.4754840545267474,0
West Virginia,9B,23H,B,5,77,1500.0,1,0.0006666666666666666,0.7476453747151991,-1.6490300466820786,1.2617894286420988,0
West Virginia,9B,23H,B,5,15,7000.0,7000,1.0,0.6825139434691981,-1.2542010872752762,0.868163966082285,0
West Virginia,9B,280,I,24,77,1500.0,1,0.0006666666666666666,-1.066753044715271,0.6364697100595839,0.6224510557260253,2
West Virginia,9B,280,I,24,15,7000.0,7000,1.0,-1.1318844759612727,1.0312986694663873,0.2288255931662098,2
West Virginia,9B,23H,I,5,77,1500.0,1,0.0006666666666666666,-0.6706067375496837,0.20058340440936878,1.0151309672815612,2
West Virginia,9B,23H,I,5,15,7000.0,7000,1.0,-0.7357381687956854,0.5954123638161718,0.6215055047217468,2
Nevada,8B,23H,B,8,8,4.0,2,0.5,0.861699327583678,-1.4339814178126076,-1.6268701278643112,1
Nevada,1C,23H,B,18,16,500.0,500,1.0,0.8442551762480162,-1.3275497554793763,-2.065654662000004,1
Missouri,5,23H,I,13,77,499.0,499,1.0,-0.5738717111328295,-0.4946303335411497,1.5982461311156293,0
Missouri,5,23H,S,13,77,499.0,499,1.0,0.1381694631982657,-1.7075170596605398,2.1117090014649085,0
Indiana,8D,23H,B,13,78,25000.0,25000,1.0,1.2745487964157205,-1.7374159774216311,0.9662523279933192,0
Washington,1B,240,B,18,24,1.0,1,1.0,1.1326368802685751,-1.6144822186111003,-0.5291727138466374,0
Washington,1B,23G,B,18,24,1.0,1,1.0,0.95995024197219,-2.0567998255696587,0.5928615324840191,0
Washington,1B,23F,B,18,24,1.0,1,1.0,0.6903646016434882,-1.671901331962235,0.7016355773617466,0
Missouri,6,220,B,8,77,35.0,35,1.0,0.5051247490605061,-1.7392382905783883,1.5858098540489136,0
Missouri,6,220,B,8,23,699.0,699,1.0,0.3774665862264532,-1.4139850104020109,1.2237856228763602,0
Missouri,6,220,B,8,19,1340.0,454,0.33880597014925373,0.3609075107429726,-1.3738738944703608,1.1891633193061513,0
Missouri,6,220,B,8,16,16.0,16,1.0,0.35140465038299035,-1.3779565980802115,1.1754804127823715,0
Missouri,6,220,B,8,7,3840.0,341,0.08880208333333334,0.3414683183114693,-1.28823606395962,1.107339932150978,0
Missouri,6,220,B,8,6,40.0,40,1.0,0.3265400510894637,-1.3185138268275751,1.1082618090624627,0
Missouri,5,220,B,5,43,1201.0,1201,1.0,0.425357995958642,-1.7325560218741938,1.5529972630641542,0
North Carolina,1C,220,B,12,26,598.0,598,1.0,-0.04896987344479904,-0.6588976303753724,0.4680883653370257,0
North Carolina,1C,220,B,12,16,45.0,45,1.0,-0.08097211967605433,-0.6040569474326264,0.3998373063702455,0
North Carolina,1C,240,I,18,3,15000.0,15000,1.0,-0.9702146610875054,1.7699570962088713,-1.2434723708801956,2
North Carolina,1C,240,I,18,3,1000.0,1000,1.0,-1.1433984689353398,1.6582946415494808,-1.2685232780833147,2
California,1A,240,B,18,3,16000.0,16000,1.0,1.6953132205996024,-0.762179496182199,-3.7932250682771764,1
Alabama,2,240,I,20,3,6000.0,6000,1.0,-0.3530211529591982,1.2939913024199203,-1.9606365567529371,2
Alabama,4,240,I,20,3,20000.0,20000,1.0,-0.6348741040091044,1.592339537979881,-1.2500640183406873,2
Alabama,2,240,I,4,3,2500.0,2500,1.0,-0.3239085726614899,1.225808974000821,-1.9698896563774202,2
Alabama,2,23F,I,18,77,30.0,30,1.0,-0.673897893749571,0.7454627994286354,-0.24314902854043133,2
