,data_year,pub_agency_name,agency_type_name,state_name,division_name,county_name,region_name,population_group_desc,offense_name,offender_race,offender_ethnicity,offender_age,offender_sex,victim_type_name,location_name,weapon_name,prop_desc_name,stolen_value,recovered_value,date_recovered
45978,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,18.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,2.0,1,2020-06-30
45980,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Society/Public,Residence/Home,Unknown,Drugs/ Narcotics,30.0,30,2020-06-30
45981,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Society/Public,Residence/Home,Unknown,Jewelry/ Precious Metals,1450.0,1450,2020-06-30
45982,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Society/Public,Residence/Home,Unknown,Money,91.0,12,2020-06-30
45983,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Society/Public,Residence/Home,Unknown,Other,2.0,1,2020-06-30
45990,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Society/Public,Highway/Road/Alley/Street/Sidewalk,Unknown,Drugs/ Narcotics,30.0,30,2020-06-30
45991,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Society/Public,Highway/Road/Alley/Street/Sidewalk,Unknown,Jewelry/ Precious Metals,1450.0,1450,2020-06-30
45992,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Society/Public,Highway/Road/Alley/Street/Sidewalk,Unknown,Money,91.0,12,2020-06-30
45993,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Society/Public,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,2.0,1,2020-06-30
45995,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,18.0,M,Individual,Residence/Home,Unknown,Drugs/ Narcotics,30.0,30,2020-06-30
45996,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,18.0,M,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,1450.0,1450,2020-06-30
45997,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,18.0,M,Individual,Residence/Home,Unknown,Money,91.0,12,2020-06-30
45998,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,18.0,M,Individual,Residence/Home,Unknown,Other,2.0,1,2020-06-30
46005,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,18.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Drugs/ Narcotics,30.0,30,2020-06-30
46006,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,18.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Jewelry/ Precious Metals,1450.0,1450,2020-06-30
46007,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,18.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Money,91.0,12,2020-06-30
46008,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,18.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,2.0,1,2020-06-30
46010,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Individual,Residence/Home,Unknown,Drugs/ Narcotics,30.0,30,2020-06-30
46011,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,1450.0,1450,2020-06-30
46012,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Individual,Residence/Home,Unknown,Money,91.0,12,2020-06-30
46013,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,33.0,F,Individual,Residence/Home,Unknown,Other,2.0,1,2020-06-30
46020,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Drugs/ Narcotics,30.0,30,2020-06-30
46021,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Jewelry/ Precious Metals,1450.0,1450,2020-06-30
46022,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Money,91.0,12,2020-06-30
46023,2020,Ste. Genevieve,County,Missouri,West North Central,STE GENEVIEVE,Midwest,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Hispanic or Latino,33.0,F,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,2.0,1,2020-06-30
46030,2020,Buncombe,County,North Carolina,South Atlantic,BUNCOMBE,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Field/Woods,Unknown,Computer Hard/ Software,1000.0,1000,2020-05-12
46031,2020,Buncombe,County,North Carolina,South Atlantic,BUNCOMBE,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Field/Woods,Unknown,Other,50.0,50,2020-05-12
46087,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Business,Field/Woods,Unknown,Radio/ TV/ VCR,1000.0,1000,2020-08-27
46105,2020,Herndon,City,Virginia,South Atlantic,FAIRFAX,South,"Cities from 10,000 thru 24,999",All Other Larceny,White,Hispanic or Latino,24.0,F,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,18600.0,18600,2020-08-11
46106,2020,Boston,City,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Black or African American,Unknown,28.0,M,Business,Shopping Mall,Unknown,Jewelry/ Precious Metals,1.0,1,2020-05-31
46107,2020,Boston,City,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,White,Unknown,30.0,M,Business,Shopping Mall,Unknown,Jewelry/ Precious Metals,1.0,1,2020-05-31
46108,2020,Boston,City,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,White,Unknown,22.0,M,Business,Shopping Mall,Unknown,Jewelry/ Precious Metals,1.0,1,2020-05-31
46112,2020,Bibb,County,Georgia,South Atlantic,BIBB,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2020-12-03
46122,2020,Needham,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Unknown,40.0,M,Individual,Residence/Home,Unknown,Automobile,12000.0,11000,2020-08-13
46142,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Dock/Wharf/Freight/Modal Terminal,Unknown,Tools,300.0,300,2020-12-26
46146,2020,LaGrange,City,Georgia,South Atlantic,TROUP,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Black or African American,Not Specified,0.0,M,Individual,Residence/Home,Unknown,Camping/ Hunting/ Fishing Equipment/ Supplies,50.0,50,2020-10-01
46177,2020,Madison,County,Georgia,South Atlantic,MADISON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,15.0,M,Individual,Residence/Home,Unknown,Automobile,28000.0,28000,2020-12-15
46178,2020,Madison,County,Georgia,South Atlantic,MADISON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,17.0,M,Individual,Residence/Home,Unknown,Automobile,28000.0,28000,2020-12-15
46179,2020,Madison,County,Georgia,South Atlantic,MADISON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,16.0,M,Individual,Residence/Home,Unknown,Automobile,28000.0,28000,2020-12-15
46234,2020,Ipswich,City,Massachusetts,New England,ESSEX,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,White,Hispanic or Latino,45.0,M,Business,Commercial/Office Building,Unknown,Tools,1158.0,1158,2020-06-01
46241,2020,Palo Alto,County,Iowa,West North Central,PALO ALTO,Midwest,"Non-MSA counties under 10,000",Theft From Motor Vehicle,White,Not Hispanic or Latino,23.0,M,Individual,Residence/Home,Unknown,Other,2.0,2,2020-09-30
46244,2020,Atlanta,City,Georgia,South Atlantic,"DEKALB, FULTON",South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,20.0,M,Individual,Service/Gas Station,Unknown,Identity Documents,0.0,0,2020-12-07
46268,2020,Jacksonville,City,Florida,South Atlantic,DUVAL,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Trucks,1.0,1,2020-06-25
46272,2020,Polk,County,Georgia,South Atlantic,POLK,South,"Non-MSA counties under 10,000",Motor Vehicle Theft,White,Not Hispanic or Latino,34.0,M,Law Enforcement Officer,Residence/Home,Motor Vehicle/Vessel,Automobile,15000.0,15000,2020-11-22
46275,2020,Polk,County,Georgia,South Atlantic,POLK,South,"Non-MSA counties under 10,000",Motor Vehicle Theft,White,Not Hispanic or Latino,34.0,M,Individual,Residence/Home,Motor Vehicle/Vessel,Automobile,15000.0,15000,2020-11-22
46278,2020,Polk,County,Georgia,South Atlantic,POLK,South,"Non-MSA counties under 10,000",Motor Vehicle Theft,White,Not Hispanic or Latino,34.0,M,Government,Residence/Home,Motor Vehicle/Vessel,Automobile,15000.0,15000,2020-11-22
46287,2020,Lincoln City,City,Oregon,Pacific,LINCOLN,West,"Cities from 2,500 thru 9,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Trailers,2000.0,2000,2020-11-18
46359,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,37.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2020-12-07
46395,2020,Twisp,City,Washington,Pacific,OKANOGAN,West,"Cities under 2,500",Burglary/Breaking & Entering,White,Unknown,23.0,M,Individual,Service/Gas Station,Unknown,Trucks,25000.0,25000,2020-10-08
46401,2020,Twisp,City,Washington,Pacific,OKANOGAN,West,"Cities under 2,500",Motor Vehicle Theft,White,Unknown,23.0,M,Individual,Service/Gas Station,Unknown,Trucks,25000.0,25000,2020-10-08
46407,2020,Twisp,City,Washington,Pacific,OKANOGAN,West,"Cities under 2,500",Burglary/Breaking & Entering,White,Unknown,23.0,M,Business,Service/Gas Station,Unknown,Trucks,25000.0,25000,2020-10-08
46413,2020,Twisp,City,Washington,Pacific,OKANOGAN,West,"Cities under 2,500",Motor Vehicle Theft,White,Unknown,23.0,M,Business,Service/Gas Station,Unknown,Trucks,25000.0,25000,2020-10-08
46472,2020,Greenwich,City,Connecticut,New England,FAIRFIELD,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,160000.0,76050,2020-09-09
46494,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,36.0,F,Society/Public,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46497,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,28.0,F,Society/Public,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46500,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,36.0,M,Society/Public,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46503,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,38.0,M,Society/Public,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46506,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,36.0,F,Individual,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46509,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,28.0,F,Individual,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46512,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,36.0,M,Individual,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46515,2020,Madison,County,North Carolina,South Atlantic,MADISON,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,38.0,M,Individual,Residence/Home,Unknown,Other Motor Vehicles,3500.0,3500,2020-07-21
46576,2020,Buffalo,County,Nebraska,West North Central,BUFFALO,Midwest,"Non-MSA counties from 10,000 thru 24,999",Embezzlement,Black or African American,Not Hispanic or Latino,40.0,M,Business,Convenience Store,Unknown,Trucks,20000.0,20000,2020-02-24
46577,2020,Buffalo,County,Nebraska,West North Central,BUFFALO,Midwest,"Non-MSA counties from 10,000 thru 24,999",Embezzlement,Black or African American,Not Hispanic or Latino,40.0,M,Business,Convenience Store,Unknown,Trailers,16000.0,16000,2020-02-24
46585,2020,Albemarle,City,North Carolina,South Atlantic,STANLY,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Other Motor Vehicles,3800.0,3800,2020-09-16
46590,2020,Onslow,County,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Tools,1420.0,200,2020-09-19
46612,2020,DeKalb County Police Department,County,Georgia,South Atlantic,DEKALB,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2020-05-17
46633,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,23.0,M,Society/Public,Service/Gas Station,Handgun,Firearms,500.0,500,2020-07-20
46634,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,23.0,M,Society/Public,Service/Gas Station,Rifle,Firearms,500.0,500,2020-07-20
46641,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Society/Public,Service/Gas Station,Handgun,Firearms,500.0,500,2020-07-20
46642,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Society/Public,Service/Gas Station,Rifle,Firearms,500.0,500,2020-07-20
46649,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,23.0,M,Individual,Service/Gas Station,Handgun,Firearms,500.0,500,2020-07-20
46650,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,23.0,M,Individual,Service/Gas Station,Rifle,Firearms,500.0,500,2020-07-20
46657,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Individual,Service/Gas Station,Handgun,Firearms,500.0,500,2020-07-20
46658,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Individual,Service/Gas Station,Rifle,Firearms,500.0,500,2020-07-20
46665,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,23.0,M,Business,Service/Gas Station,Handgun,Firearms,500.0,500,2020-07-20
46666,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,23.0,M,Business,Service/Gas Station,Rifle,Firearms,500.0,500,2020-07-20
46673,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Business,Service/Gas Station,Handgun,Firearms,500.0,500,2020-07-20
46674,2020,College Park,City,Georgia,South Atlantic,"CLAYTON, FULTON",South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Business,Service/Gas Station,Rifle,Firearms,500.0,500,2020-07-20
46686,2020,DeKalb County Police Department,County,Georgia,South Atlantic,DEKALB,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,8000.0,8000,2020-06-12
46690,2020,DeKalb County Police Department,County,Georgia,South Atlantic,DEKALB,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,Not Hispanic or Latino,51.0,M,Individual,Residence/Home,Unknown,Industrial Equipment,500.0,500,2020-06-24
46721,2020,Festus,City,Missouri,West North Central,JEFFERSON,Midwest,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,White,Not Hispanic or Latino,31.0,M,Individual,Convenience Store,Unknown,Automobile,5000.0,100,2020-11-09
46724,2020,Festus,City,Missouri,West North Central,JEFFERSON,Midwest,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,31.0,M,Individual,Convenience Store,Unknown,Automobile,5000.0,100,2020-11-09
46732,2020,Coffee,County,Georgia,South Atlantic,COFFEE,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,24.0,F,Individual,Residence/Home,Unknown,Automobile,1000.0,1000,2020-04-26
46751,2020,Winston-Salem,City,North Carolina,South Atlantic,FORSYTH,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other Motor Vehicles,2000.0,2000,2021-06-30
46771,2020,Shelby,City,North Carolina,South Atlantic,CLEVELAND,South,"Cities from 10,000 thru 24,999",Stolen Property Offenses,White,Not Hispanic or Latino,59.0,F,Business,Grocery/Supermarket,Unknown,Consumable Goods,2.0,76,2020-11-06
46772,2020,Shelby,City,North Carolina,South Atlantic,CLEVELAND,South,"Cities from 10,000 thru 24,999",Stolen Property Offenses,White,Not Hispanic or Latino,59.0,F,Business,Grocery/Supermarket,Unknown,Clothes/ Furs,8.0,8,2020-11-06
